StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q14,Q14_DO,Q15,Q105_1,Q105_2,Q105_3,Q105_5,Q105_DO,Q106,Q106_DO,desktop,desktop_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q38,FL_12_DO,FL_96_DO,Google_default_DO
2023-09-28 14:17:47,2023-09-28 14:27:08,0,174.171.11.5,100,560,1,2023-09-28 14:27:08,R_2bKrrilzZPXfnBo,,,,,29.7646,-95.3657,anonymous,EN,1,1,61006bb71ab1541122f78685,5,3|5|2|1|4,7,5,3,3,2,5|2|1|3,1,5|3|6|2|4|1,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|6|5|2|1|7|3,2,1|5|4|2|3,4,3|1|7|4|2|5|6,2,3|1|2|4|5,3,2|5|4|3|1,2,3|1|2|5|4,5,5|7|1|2|4|6|3,1,2|4|3|1|5,2,5|4|2|3|7|1|6,1,4|1|5|2|3,4,4|5|3|2|7|6|1,1,4|2|3|5|1,1,3|5|1|7|6|2|4,1,1|2|4|3|5,17,18|17|21|19|22|23|20,1,2|3|4|5|1,1,5|1|4|3|2,5,2|1|5|3|4,1,5|7|4|1|2|3|6,1,5|1|4|3|2,5,4,3,2,2|3|1|5,"1,3",2|6|3|5|4|1,1993,3,4,2|3|1|5|4,2,4|2|1|3,1,2|3|4|7|5|1|6,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:14:56,2023-09-28 14:27:10,0,192.110.202.79,100,733,1,2023-09-28 14:27:10,R_1pzYmnc2geMlPKL,,,,,41.5749,-90.6087,anonymous,EN,1,1,5de966f5d2601a09dd32169e,5,4|3|1|5|2,7,4.43,1.73,2.63,1.37,3|5|1|2,1,6|1|5|4|2|3,2,1|2,4,7|5|4|2|3|1|6,1,3|4|5|1|2,2,1|3|5|4|7|6|2,1,3|5|2|1|4,17,18|20|19|21|17|22|23,1,3|1|2|4|5,3,4|1|5|2|3,1,2|3|5|1|4,1,2|7|6|3|4|5|1,1,2|5|3|4|1,6,2|1|7|5|6|4|3,1,1|2|5|3|4,4,7|5|1|6|2|3|4,1,2|1|5|4|3,3,5|1|4|3|2,1,4|1|2|5|3,7,2|1|3|6|4|5|7,1,1|3|2|5|4,2,1|2|7|5|6|4|3,1,1|5|3|2|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,1.17,2.4,1.27,3|5|2|1,1,5|4|3|6|2|1,1986,4,5,5|3|2|4|1,1,3|1|2|4,1,7|1|3|5|4|2|6,thanks,Google_default,easyfirst,google_default
2023-09-28 14:03:58,2023-09-28 14:27:10,0,74.74.144.249,100,1392,1,2023-09-28 14:27:11,R_2CmnfoXHupMkPDF,,,,,43.5513,-71.02,anonymous,EN,1,1,59565b1bbbb52400017ad4e1,5,2|5|4|1|3,7,3,2,0,2,3|1|2|5,"1,5",6|4|3|1|2|5,2,1|2,4,2|3|1|6|7|4|5,"1,2",1|4|3|2|5,2,3|2|6|1|5|4|7,1,1|2|5|3|4,17,18|17|19|23|21|22|20,1,5|1|4|3|2,3,1|5|2|3|4,1,2|3|4|5|1,7,2|3|4|1|5|7|6,1,2|5|3|1|4,5,6|4|1|7|3|5|2,1,3|2|1|5|4,4,2|4|3|6|1|7|5,1,2|3|1|4|5,3,4|5|2|1|3,1,4|3|5|1|2,6,6|7|4|5|1|3|2,1,3|5|4|2|1,2,4|7|5|6|1|2|3,1,3|2|1|4|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,0,1,2,1|3|2|5,"1,3,5",1|6|4|2|3|5,1970,2,2,4|5|2|1|3,2,3|4|1|2,1,4|2|6|3|1|5|7,thanks,Bing_default,easyfirst,
2023-09-28 14:15:47,2023-09-28 14:27:13,0,173.207.255.135,100,685,1,2023-09-28 14:27:14,R_1rko40J2bUgb5wg,,,,,32.107,-81.2499,anonymous,EN,0.8999999761581421,1,5a0071766e1ea9000124db35,5,2|5|1|4|3,7,4.75,3.62,2.55,2.62,2|1|5|3,"1,3",1|3|5|4|2|6,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|4|6|7|1|3|5,2,4|3|5|1|2,4,2|1|4|6|3|5|7,2,1|4|2|5|3,3,4|1|3|2|5,2,2|1|4|5|3,2,1|3|2|4|7|6|5,2,5|2|1|4|3,2,6|5|3|1|4|2|7,2,5|2|3|4|1,4,1|5|2|3|6|4|7,2,1|2|3|4|5,2,2|4|6|5|1|7|3,2,4|1|5|3|2,17,20|19|22|21|23|18|17,2,5|3|2|4|1,3,2|1|3|4|5,2,3|2|4|5|1,1,2|5|3|4|6|1|7,2,1|2|5|3|4,4.55,4.52,2.75,2.68,2|5|3|1,"1,3",4|6|2|1|3|5,1967,3,4,1|4|5|3|2,1,4|2|3|1,1,4|7|2|1|5|6|3,"Interesting test, I normally use google over anything else, but didn't feel the need to change when bing was the default!",Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:20:21,2023-09-28 14:27:29,0,72.177.201.65,100,428,1,2023-09-28 14:27:30,R_1DBzISa2290gK2M,,,,,29.4227,-98.4927,anonymous,EN,0.8999999761581421,1,5c2699d8867f660001ae2fd4,5,3|5|2|1|4,7,4.67,3.23,3.67,2.77,3|2|1|5,"1,3",4|6|1|2|5|3,2,2|1,4,7|3|2|4|6|5|1,2,1|4|3|5|2,2,3|7|1|5|6|2|4,2,5|2|1|3|4,17,22|20|23|19|21|17|18,2,3|4|2|1|5,3,2|1|4|3|5,2,4|5|2|3|1,1,4|7|5|3|6|1|2,2,4|2|1|3|5,5,3|7|6|4|5|1|2,2,4|3|5|1|2,4,5|4|3|1|2|6|7,2,3|5|1|4|2,3,5|2|4|3|1,2,4|1|2|3|5,6,3|5|6|1|4|7|2,2,2|1|5|3|4,2,1|4|7|5|3|2|6,2,4|1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.6,3.57,2.47,2|5|3|1,"1,3",4|2|1|6|3|5,1996,4,5,4|3|5|2|1,1,2|1|4|3,7,2|1|3|5|6|7|4,"I stuck with bing. I normally use Google by default, but it was actually quite nice using bing.",Bing_default,easyfirst,
2023-09-28 14:19:45,2023-09-28 14:27:32,0,98.151.43.253,100,466,1,2023-09-28 14:27:33,R_2CqZJYr4883yyfa,,,,,21.3908,-157.9332,anonymous,EN,1,1,55c43918fdf99b080551e044,5,4|5|2|3|1,7,4.37,2.7,4.53,2.33,1|5|2|3,1,1|4|3|6|2|5,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|6|4|7|2|3|5,1,5|1|2|3|4,4,2|4|5|1|3|7|6,1,1|2|3|4|5,3,2|1|4|5|3,1,4|5|2|3|1,2,6|4|1|2|5|7|3,1,5|4|3|1|2,2,3|1|2|4|7|6|5,1,5|1|3|4|2,4,7|6|5|3|2|1|4,1,1|4|5|2|3,2,4|6|7|3|5|2|1,1,1|3|5|2|4,17,19|17|23|18|20|21|22,1,4|1|5|2|3,3,3|4|2|5|1,1,1|3|5|2|4,1,1|3|7|6|2|4|5,1,3|4|2|1|5,4.47,2.77,4.1,2.6,1|3|5|2,1,4|1|5|6|3|2,1987,4,5,2|3|1|5|4,1,2|3|4|1,4,5|7|3|2|4|6|1,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:20:18,2023-09-28 14:27:34,0,69.180.79.148,100,435,1,2023-09-28 14:27:34,R_OKkhYh52BjFUxSV,,,,,30.237,-81.3884,anonymous,EN,0.8999999761581421,1,633c8164d78dbc9b3286decf,5,1|2|3|4|5,7,5,3,3,3,1|3|2|5,"1,3,5",1|6|2|5|3|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5|7|3|6|1|4|2,1,3|1|4|5|2,4,3|2|7|6|1|5|4,1,4|3|1|2|5,3,1|5|4|3|2,1,1|3|2|4|5,2,1|2|7|4|6|3|5,1,2|4|5|1|3,2,2|3|1|6|7|5|4,1,1|2|3|4|5,4,1|3|5|6|2|4|7,1,3|4|5|1|2,1,7|5|6|3|4|2|1,1,5|2|3|4|1,17,19|21|18|20|17|23|22,1,3|5|2|4|1,3,4|2|5|3|1,1,4|2|5|1|3,1,4|2|7|1|3|5|6,1,3|1|4|5|2,5,3,3,3,2|3|1|5,"1,3,5",4|3|2|1|5|6,1979,3,5,5|1|3|2|4,1,3|2|4|1,1,7|5|6|1|3|2|4,n/a,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:20:03,2023-09-28 14:27:34,0,97.131.70.153,100,450,1,2023-09-28 14:27:34,R_10qROQ2WbJIwTGy,,,,,33.6527,-117.5953,anonymous,EN,1,1,650482bf3a383115282b117b,5,4|3|1|5|2,7,4.37,2.03,0.77,1.67,2|5|3|1,"1,4",5|3|1|2|4|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|4|7|1|2|6|5,"1,2",5|1|2|3|4,4,3|7|4|5|2|1|6,2,3|1|4|2|5,3,4|3|1|5|2,2,1|2|5|3|4,2,3|7|5|2|1|4|6,2,3|1|4|2|5,2,1|6|4|2|5|3|7,2,1|2|5|4|3,4,5|6|1|4|3|2|7,2,3|5|2|1|4,2,1|7|4|3|2|6|5,1,2|4|1|3|5,17,18|23|22|17|21|20|19,2,1|4|3|2|5,3,3|1|5|4|2,2,4|2|3|5|1,1,7|5|2|3|6|1|4,2,1|2|4|3|5,4.73,2.53,0.7,1.13,2|1|5|3,"1,3",1|2|3|5|6|4,2000,4,3,3|1|5|2|4,2,4|3|1|2,4,2|6|7|3|1|4|5,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:19:32,2023-09-28 14:27:45,0,73.41.149.250,100,492,1,2023-09-28 14:27:45,R_2COKyHT0kc3dhB4,,,,,39.2079,-120.999,anonymous,EN,0.8999999761581421,1,628409abe8772d1f138b7f14,5,2|4|1|5|3,7,3.8,2.57,2.6,3.5,1|3|2|5,"1,5",1|6|5|2|3|4,2,1|2,4,1|2|4|3|7|5|6,2,3|4|2|5|1,7,4|3|6|7|5|2|1,2,1|4|5|2|3,17,22|21|23|18|19|20|17,2,4|2|5|1|3,3,1|4|5|2|3,2,2|3|5|4|1,1,6|1|3|7|2|4|5,2,1|5|2|4|3,5,6|1|2|5|7|3|4,2,4|1|2|3|5,7,1|3|2|5|6|7|4,2,2|4|3|1|5,3,2|5|3|4|1,2,4|2|5|1|3,5,7|3|6|2|5|1|4,2,3|2|4|1|5,2,6|4|3|1|2|5|7,2,5|2|4|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,1.8,2.63,3.57,1|3|2|5,"1,3,5",5|6|1|2|3|4,1973,4,4,4|3|2|1|5,2,3|2|4|1,1,3|6|5|2|4|1|7,No,Bing_default,easyfirst,
2023-09-28 14:20:29,2023-09-28 14:27:47,0,66.44.6.177,100,438,1,2023-09-28 14:27:48,R_BJo8WK6OKNjOjSx,,,,,38.894,-77.0365,anonymous,EN,1,1,5b9aa47491b20a0001176287,5,1|4|5|2|3,7,3.6,2.6,2.63,1.7,3|1|2|5,"1,2,3",3|6|1|2|4|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|6|1|3|7|5|4,1,2|1|4|3|5,4,7|3|6|4|5|2|1,"1,5",3|4|1|5|2,3,5|3|2|4|1,1,2|1|5|4|3,7,4|6|3|5|7|2|1,5,5|2|4|1|3,2,3|2|4|1|7|6|5,5,5|1|4|2|3,4,7|6|3|1|5|2|4,5,1|2|3|4|5,2,5|7|6|1|2|3|4,5,2|5|4|3|1,17,22|21|23|18|17|19|20,1,2|5|1|4|3,3,3|2|4|5|1,1,2|4|1|3|5,1,7|5|4|6|3|2|1,1,3|1|4|5|2,3.73,2.8,2.57,1.83,1|3|5|2,"1,2,3",4|2|5|1|6|3,1982,4,3,2|3|1|4|5,2,3|1|2|4,2,5|2|6|1|4|3|7,I used a combination of Google and ChatGPT,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:20:53,2023-09-28 14:28:00,0,173.72.129.218,100,427,1,2023-09-28 14:28:01,R_2v6rtQZmGapfTOS,,,,,38.3416,-77.4307,anonymous,EN,1,1,5e08bbbafeea891c97523e87,5,3|4|2|5|1,7,5,1.2,1.43,3.16,5|2|1|3,1,3|5|4|2|6|1,2,2|1,4,3|5|1|4|6|2|7,2,1|2|4|5|3,2,4|5|6|1|7|3|2,2,3|1|4|5|2,17,23|19|18|17|21|20|22,2,4|1|3|2|5,3,1|3|2|5|4,2,3|4|5|2|1,1,2|7|5|1|4|6|3,2,2|4|5|1|3,5,5|3|2|4|6|7|1,2,5|1|4|2|3,4,3|2|1|7|4|6|5,2,5|1|3|4|2,3,1|3|4|5|2,2,5|2|4|1|3,6,4|3|6|1|5|2|7,2,3|2|4|5|1,2,5|6|4|1|2|3|7,2,2|1|3|4|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,3.36,1.76,1.96,3|2|1|5,1,6|1|2|5|4|3,1994,4,3,1|3|5|2|4,2,4|2|1|3,1,3|4|7|2|5|6|1,,Bing_default,easyfirst,
2023-09-28 14:21:11,2023-09-28 14:28:02,0,24.1.144.25,100,410,1,2023-09-28 14:28:02,R_3dH3MuESfdog8eA,,,,,41.8972,-87.6196,anonymous,EN,1,1,63d41e9f93e7a2487a33f4a2,5,3|1|4|5|2,7,5,2,2,3,3|2|5|1,"1,3",2|3|4|1|6|5,2,1|2,4,3|1|5|2|7|4|6,1,5|4|1|3|2,2,5|4|6|3|2|7|1,1,4|5|2|3|1,17,19|18|17|20|22|21|23,1,1|2|5|3|4,3,2|3|4|5|1,1,5|2|4|3|1,1,2|1|5|3|7|4|6,1,2|3|4|1|5,5,2|1|6|7|4|3|5,1,5|4|2|1|3,4,4|2|5|7|6|3|1,1,5|3|2|4|1,3,3|2|4|5|1,1,5|4|1|2|3,2,3|6|7|1|5|4|2,1,3|1|5|4|2,2,2|7|1|4|6|5|3,1,4|3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2.5,2.5,2|5|3|1,"1,3",1|3|4|2|5|6,1987,4,4,4|3|5|2|1,2,1|3|2|4,4,4|7|6|5|1|3|2,,Google_default,easyfirst,google_default
2023-09-28 14:20:28,2023-09-28 14:28:02,0,50.89.38.15,100,454,1,2023-09-28 14:28:03,R_3hswnWnnMXYyYhY,,,,,28.7115,-81.5135,anonymous,EN,0.8999999761581421,1,60e7639e8eca5490df1e412e,5,5|2|4|3|1,7,4.67,4.47,3.9,3.77,2|3|1|5,1,2|3|6|5|1|4,2,1|2,4,6|3|5|4|2|1|7,1,4|1|2|3|5,2,2|1|4|6|7|5|3,1,3|1|2|5|4,17,19|18|23|22|21|17|20,1,5|2|3|4|1,3,5|1|2|3|4,1,5|1|4|3|2,1,6|7|1|3|2|5|4,1,4|1|2|3|5,5,5|1|4|6|2|7|3,1,3|2|4|5|1,4,3|4|6|1|5|7|2,1,4|2|3|5|1,3,3|4|1|5|2,1,2|4|1|3|5,2,4|7|2|1|6|5|3,1,2|4|3|5|1,2,6|2|3|1|5|4|7,1,3|5|1|2|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,4.5,3.9,3.97,3|2|5|1,1,6|3|2|4|1|5,1999,4,4,5|4|1|2|3,1,2|1|3|4,7,7|4|2|6|1|5|3,,Google_default,easyfirst,google_default
2023-09-28 14:16:31,2023-09-28 14:28:06,0,71.80.18.66,100,694,1,2023-09-28 14:28:07,R_1Cg91BzDMpdTpjE,,,,,35.1996,-84.8525,anonymous,EN,1,1,5caa9cf483762200161a6986,5,3|4|1|5|2,7,5,3,2,3,5|1|2|3,1,2|3|4|6|1|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7|1|6|4|5|2|3,1,5|2|1|3|4,4,4|6|7|2|5|1|3,1,5|1|3|4|2,3,5|2|1|4|3,1,1|5|3|2|4,2,3|7|6|5|1|2|4,1,4|5|3|2|1,2,3|1|6|7|2|4|5,1,1|4|2|5|3,4,2|3|7|4|6|5|1,1,2|3|4|5|1,1,5|2|1|6|4|7|3,1,1|4|5|2|3,17,21|23|19|20|22|18|17,1,2|4|3|5|1,3,4|3|1|2|5,1,3|4|1|2|5,1,5|7|4|1|6|3|2,1,5|3|4|2|1,4.48,2.84,2.08,2.68,2|3|5|1,1,1|6|5|4|2|3,1991,4,2,2|1|3|5|4,2,2|1|4|3,1,5|3|2|1|6|4|7,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:13:59,2023-09-28 14:28:06,0,71.40.218.210,100,847,1,2023-09-28 14:28:07,R_3JFurNaRGclYHai,,,,,32.972,-96.7914,anonymous,EN,0.8999999761581421,1,5d5315f889849a0001a76d1a,5,2|1|5|4|3,7,4.8,3,3.07,0.53,2|5|1|3,1,4|1|2|6|3|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3|5|6|4|7|2|1,1,1|3|4|5|2,4,6|7|2|1|3|5|4,1,3|5|1|2|4,3,5|3|4|1|2,1,3|4|5|1|2,2,5|4|7|3|2|1|6,1,3|4|2|5|1,2,1|5|6|7|2|3|4,1,1|2|5|4|3,4,3|7|4|2|5|1|6,1,1|3|5|4|2,1,4|1|7|6|5|3|2,1,4|5|2|3|1,17,19|22|21|17|20|18|23,1,5|2|4|3|1,3,4|1|2|3|5,1,1|2|4|3|5,1,5|3|4|2|1|6|7,1,4|1|2|5|3,4.6,2.97,2.93,0.57,5|2|1|3,1,4|1|5|6|3|2,1985,4,4,4|2|1|5|3,2,4|2|3|1,2,2|4|7|6|5|3|1,No,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:18:44,2023-09-28 14:28:07,0,50.25.165.120,100,563,1,2023-09-28 14:28:08,R_2wmh7lXKu3tGvda,,,,,34.9464,-92.0322,anonymous,EN,1,1,5db753692a16b8000b4d44f6,5,2|5|4|3|1,7,4.67,2.9,2.47,1.93,3|2|5|1,"1,5",2|1|4|3|6|5,2,2|1,4,7|2|6|3|1|5|4,1,1|2|3|4|5,2,2|1|7|4|5|6|3,1,3|1|4|5|2,17,18|17|22|23|19|20|21,1,4|2|5|3|1,3,5|2|1|3|4,1,1|5|2|4|3,1,4|1|5|6|3|2|7,1,3|5|1|4|2,5,1|6|5|2|7|3|4,1,2|1|3|4|5,4,6|3|1|7|4|5|2,1,1|3|5|4|2,3,4|3|2|1|5,1,3|1|4|2|5,2,4|3|6|2|5|1|7,1,3|2|1|5|4,2,2|3|6|1|4|7|5,1,1|4|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,2.4,2.2,1.33,2|5|1|3,"1,5",2|5|1|6|4|3,1999,3,1,1|4|2|5|3,1,1|2|3|4,1,5|4|6|7|1|3|2,I stuck with google because it's my favorite,Google_default,easyfirst,google_default
2023-09-28 14:15:55,2023-09-28 14:28:08,0,74.199.120.58,100,732,1,2023-09-28 14:28:08,R_6ijXFXVTQmxM1Sp,,,,,42.3975,-83.3733,anonymous,EN,0.8999999761581421,1,63f26616270b0ad6ba923ac1,5,1|4|5|3|2,7,3.67,2.63,4.5,2.73,1|2|3|5,"1,2",3|4|1|2|5|6,2,1|2,4,6|4|5|3|2|1|7,4,2|1|5|4|3,2,3|5|1|2|7|4|6,4,1|5|3|2|4,17,20|23|21|18|19|17|22,4,2|5|3|4|1,3,4|1|3|2|5,4,3|5|4|2|1,1,5|2|1|7|3|6|4,4,4|2|5|1|3,5,7|6|4|3|2|5|1,4,4|2|5|3|1,4,4|2|1|6|7|5|3,4,2|5|3|1|4,3,3|2|5|1|4,4,5|3|4|2|1,2,7|2|1|3|6|5|4,4,1|3|4|2|5,2,7|4|6|5|1|3|2,4,1|4|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,2.83,4.6,2.8,1|2|5|3,"1,2",1|5|6|3|4|2,1998,4,4,1|3|4|5|2,1,3|4|1|2,6,3|1|6|7|4|2|5,,Bing_default,easyfirst,
2023-09-28 14:18:34,2023-09-28 14:28:24,0,64.121.144.45,100,589,1,2023-09-28 14:28:24,R_2uWKgalGX13Kmpz,,,,,40.6561,-75.2336,anonymous,EN,1,1,62c0ccde4bd16c7f96a2959f,5,1|5|3|4|2,7,5,1,1,1,2|5|3|1,1,3|4|5|6|1|2,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5|1|2|7|3|4|6,2,5|4|1|3|2,4,2|3|4|7|5|6|1,2,1|2|4|5|3,3,3|5|4|1|2,2,5|3|4|2|1,6,2|7|6|4|5|1|3,2,3|2|4|1|5,2,6|7|2|5|3|1|4,2,2|3|4|5|1,4,6|4|7|5|1|2|3,2,2|4|3|1|5,2,4|2|5|3|6|7|1,2,4|1|3|2|5,17,21|17|23|20|18|22|19,2,2|4|5|3|1,3,1|3|2|4|5,2,4|3|2|1|5,1,5|2|7|4|3|1|6,2,2|4|3|5|1,5,2.73,2,2.73,2|1|3|5,"1,3",6|5|3|1|2|4,1988,4,4,1|2|4|5|3,1,3|1|4|2,1,3|4|1|5|6|7|2,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:18:45,2023-09-28 14:28:28,0,69.26.155.152,100,582,1,2023-09-28 14:28:28,R_3MmKwy4cfNRvXQq,,,,,34.047,-118.275,anonymous,EN,1,1,62c7364890b6ce8f9770a531,5,5|4|2|1|3,7,5,2,2,2,1|3|5|2,1,5|3|2|4|1|6,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2|7|1|4|6|3|5,2,5|4|3|2|1,4,2|5|7|3|4|6|1,2,3|2|5|1|4,3,4|3|1|2|5,2,2|4|1|3|5,6,2|1|5|6|4|7|3,2,3|4|1|2|5,2,6|4|5|7|3|1|2,2,1|3|5|2|4,4,4|3|1|7|6|5|2,2,4|2|1|3|5,2,2|7|3|1|5|6|4,2,5|3|4|2|1,17,21|17|23|20|19|18|22,2,2|4|3|1|5,3,4|5|1|2|3,2,4|3|5|1|2,1,4|6|7|1|2|3|5,2,2|1|3|4|5,4.8,2.87,1.83,1.83,1|2|3|5,"1,3",6|4|5|1|3|2,1992,5,4,3|5|1|4|2,1,3|1|2|4,2,4|5|3|7|2|1|6,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:19:53,2023-09-28 14:28:28,0,75.81.180.225,100,514,1,2023-09-28 14:28:29,R_3sakmRLAU6ritob,,,,,32.7808,-115.5627,anonymous,EN,1,1,5caa7f8c0d95570013d82f2f,5,1|3|5|2|4,7,3.63,1.6,3.66,0.46,3|5|2|1,"1,2,3",6|2|3|5|4|1,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5|1|2|7|6|3|4,5,3|4|5|2|1,4,1|6|3|7|4|5|2,1,1|3|2|5|4,3,4|5|1|2|3,1,3|4|5|2|1,2,2|1|7|4|6|3|5,1,3|4|2|5|1,2,4|7|3|5|6|2|1,1,5|3|4|2|1,4,4|1|5|3|6|7|2,1,2|5|4|3|1,2,1|6|7|3|4|5|2,1,4|5|3|2|1,17,20|18|23|19|21|17|22,5,4|3|1|5|2,3,1|3|2|4|5,1,1|4|2|3|5,1,7|5|6|4|3|1|2,1,2|3|5|1|4,3.86,1.86,3.43,0.76,3|1|2|5,"1,2,3",3|6|5|1|2|4,1989,5,4,2|3|5|1|4,2,2|1|3|4,7,5|7|6|4|2|1|3,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:21:35,2023-09-28 14:28:46,0,173.24.137.187,100,430,1,2023-09-28 14:28:47,R_3G9bMhCI5vWCMvW,,,,,30.1709,-85.5796,anonymous,EN,1,1,60e5bebceb89fc96b4414bcb,5,5|1|2|4|3,7,5,4,5,3,3|5|2|1,"1,3",5|6|3|2|1|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|4|7|3|2|1|5,1,4|1|5|3|2,4,1|5|2|6|4|3|7,1,1|3|5|2|4,3,3|4|2|1|5,1,3|4|5|1|2,2,7|6|5|1|3|4|2,1,2|3|5|1|4,2,5|3|4|7|2|6|1,1,4|1|2|5|3,4,6|1|4|2|3|7|5,1,3|2|4|1|5,2,6|1|2|3|5|7|4,1,3|4|2|1|5,17,19|17|18|20|23|22|21,1,2|3|5|1|4,3,3|2|5|1|4,1,4|2|3|5|1,1,5|7|3|6|4|1|2,1,4|5|2|3|1,3.95,3.92,4.25,2.58,1|3|5|2,"1,3",5|1|4|2|3|6,1981,3,5,2|1|3|5|4,1,1|2|3|4,1,3|4|7|1|5|2|6,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:19:26,2023-09-28 14:28:47,0,71.77.128.211,100,561,1,2023-09-28 14:28:48,R_2c0GttOaAsshMnp,,,,,35.9825,-78.5376,anonymous,EN,1,1,5d0bb1874d659a0001391226,5,2|1|3|4|5,7,4.62,3.42,2.56,2.49,2|1|3|5,"1,3,5",5|6|2|4|3|1,2,2|1,4,5|1|2|6|4|3|7,1,5|2|4|1|3,1,2|4|6|7|3|1|5,1,4|3|2|5|1,17,22|17|23|19|21|18|20,1,2|5|3|4|1,3,4|3|1|2|5,1,2|3|1|5|4,1,4|1|6|7|3|5|2,1,3|1|4|2|5,5,7|4|3|1|5|6|2,1,5|2|1|4|3,4,3|1|4|7|2|5|6,1,3|5|1|4|2,3,1|3|2|4|5,1,5|3|2|1|4,2,2|1|6|5|3|4|7,1,5|3|1|4|2,2,1|2|6|3|5|7|4,1,5|4|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,3.78,2.51,2.29,2|5|3|1,"1,3,5",2|5|4|6|3|1,1974,3,4,2|4|1|5|3,2,4|3|1|2,1,3|1|2|6|4|5|7,went well,Google_default,easyfirst,google_default
