StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q14,Q14_DO,Q15,Q105_1,Q105_2,Q105_3,Q105_5,Q105_DO,Q106,Q106_DO,desktop,desktop_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q38,FL_12_DO,FL_96_DO,Google_default_DO
2023-09-28 13:15:34,2023-09-28 13:16:41,0,47.33.175.11,100,66,1,2023-09-28 13:16:41,R_1poMLy95RMIKSV1,,,,,44.6479,-124.0507,anonymous,EN,1,1,60e5e4a8f7dedf082efd5af9,1,3|4|1|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28 13:09:41,2023-09-28 13:18:11,0,129.112.109.40,100,510,1,2023-09-28 13:18:11,R_1LhTvVrj80miIzZ,,,,,32.7597,-96.7808,anonymous,EN,1,1,5c1813d5d2790700010a718f,5,4|3|2|5|1,7,4.87,3.17,2.6,2.57,5|1|2|3,1,6|3|4|1|2|5,2,1|2,4,5|1|7|2|4|6|3,"1,2",3|5|1|2|4,2,2|1|7|4|5|6|3,"1,2",4|5|3|1|2,17,17|23|20|19|18|21|22,"1,2",3|1|4|5|2,3,1|5|4|2|3,"1,2",5|1|3|2|4,1,3|6|7|1|2|4|5,"1,2",4|1|5|3|2,5,3|5|6|7|4|2|1,"1,2",5|3|1|4|2,4,1|4|6|5|2|3|7,"1,2",4|2|5|1|3,3,3|2|4|1|5,"1,2",3|4|2|5|1,4,3|4|1|2|6|7|5,"1,2",2|3|1|4|5,2,3|4|7|1|2|5|6,"1,2",4|1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,3.97,2.57,2.5,2|5|3|1,1,5|3|6|2|1|4,1993,5,5,2|3|1|4|5,2,4|1|3|2,4,1|5|7|3|2|6|4,,Bing_default,easyfirst,
2023-09-28 13:04:16,2023-09-28 13:18:19,0,72.188.222.205,100,842,1,2023-09-28 13:18:19,R_2AFQYnnVhVFowvR,,,,,28.4883,-81.4061,anonymous,EN,0.8999999761581421,1,5db2015c490e3d0009c4dc5e,5,2|3|1|4|5,7,5,2,3,4,1|3|2|5,"1,5,6",6|1|5|2|4|3,2,2|1,6,6|5|1|7|2|4|3,1,3|4|5|2|1,2,2|7|4|1|5|3|6,1,3|1|2|4|5,17,17|22|23|18|19|20|21,1,4|2|3|5|1,3,3|1|4|2|5,1,5|4|3|1|2,1,4|2|1|7|6|5|3,1,4|2|3|5|1,5,5|6|2|1|4|7|3,1,4|2|3|5|1,2,3|5|2|6|7|4|1,1,2|4|1|3|5,3,1|4|2|3|5,1,5|4|2|3|1,4,4|7|3|2|6|5|1,1,3|2|1|5|4,2,1|4|6|2|3|7|5,1,4|5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,2|5|1|3,"1,5,6",2|4|3|1|6|5,1954,3,1,3|1|4|5|2,2,2|1|4|3,1,7|6|3|4|5|1|2,"Google is just my go to.  I can get what I am looking for pretty quickly.  However, there are times when Google does not allow me to look at highlights from sports games so I have to use another search engine.",Google_default,easyfirst,google_default
2023-09-28 13:06:45,2023-09-28 13:19:01,0,172.56.208.56,100,735,1,2023-09-28 13:19:02,R_1LAO3zarbWC7njC,,,,,36.1685,-115.1164,anonymous,EN,1,1,627a949111093bf6cf062f93,5,1|4|2|5|3,7,4.88,3.41,0.78,4.74,2|3|5|1,1,4|2|1|5|6|3,2,2|1,4,4|3|1|7|5|6|2,2,4|5|3|2|1,2,2|5|3|6|1|7|4,2,2|3|1|4|5,17,20|18|19|17|21|23|22,2,1|2|4|3|5,3,4|2|3|1|5,2,3|5|2|1|4,1,7|2|5|1|6|3|4,2,4|2|5|3|1,5,1|3|6|5|2|7|4,2,4|1|2|3|5,4,4|3|6|2|7|5|1,2,2|4|3|1|5,3,1|4|3|2|5,2,4|1|5|3|2,1,2|6|1|4|7|3|5,2,4|2|1|5|3,2,2|3|7|1|5|4|6,2,5|4|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.57,0.5,3.67,1|5|3|2,"1,3",6|5|2|3|1|4,1987,2,3,4|5|3|1|2,2,2|3|4|1,1,3|2|7|6|1|4|5,I like Bing I think that I actually use to use this back in early 2000 however google has been my go to for no reason,Bing_default,easyfirst,
2023-09-28 13:10:19,2023-09-28 13:22:03,0,71.8.79.100,100,703,1,2023-09-28 13:22:03,R_1Ov0atbPcRzHJvA,,,,,33.2663,-86.902,anonymous,EN,0.8999999761581421,1,598cbe5651049400015fd93b,5,5|4|3|1|2,7,5,4.6,4.5,4.5,1|5|3|2,1,1|5|6|2|3|4,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|7|1|4|5|2|3,"1,2",3|2|1|4|5,4,4|1|7|2|5|3|6,2,3|1|2|4|5,3,2|5|1|3|4,1,3|5|1|4|2,2,7|6|4|1|2|3|5,1,5|2|4|3|1,2,5|3|1|4|2|6|7,"1,2",2|5|4|3|1,4,2|6|3|5|1|7|4,2,2|4|1|5|3,1,3|1|5|7|4|6|2,1,1|3|5|4|2,17,18|22|23|20|17|19|21,1,1|2|4|3|5,1,4|3|2|5|1,2,3|2|4|5|1,1,4|5|1|7|2|6|3,1,2|4|5|3|1,4.7,4.2,4,4,5|1|3|2,"1,3",4|5|6|2|3|1,1993,4,2,2|4|5|1|3,2,2|1|4|3,6,2|6|3|4|7|1|5,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 13:12:25,2023-09-28 13:23:09,0,65.27.170.0,100,644,1,2023-09-28 13:23:10,R_1hXvsjbzXQmiJpY,,,,,41.7059,-81.1997,anonymous,EN,1,1,5e36f211c5175f000b4038e9,5,4|2|1|3|5,7,3.43,4.9,3.57,1.6,1|5|2|3,"1,3",2|5|6|3|1|4,2,1|2,4,4|5|2|1|6|7|3,1,3|1|2|4|5,6,3|7|1|5|4|2|6,1,2|4|5|3|1,17,22|19|23|17|20|18|21,1,4|1|2|3|5,3,4|3|1|5|2,1,5|2|4|1|3,1,1|3|5|6|4|7|2,1,2|3|5|1|4,5,6|7|5|4|3|2|1,1,2|3|4|5|1,4,6|3|5|2|1|7|4,1,4|5|3|2|1,3,5|3|1|2|4,1,5|4|2|1|3,4,4|7|5|2|6|3|1,1,1|4|5|2|3,2,1|5|4|3|7|2|6,1,2|5|4|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.63,3.83,2.53,1|5|2|3,"1,3",5|6|1|4|3|2,1948,3,3,1|3|2|5|4,2,3|1|4|2,1,1|6|2|7|5|3|4,No thank you,Google_default,easyfirst,google_default
2023-09-28 13:07:49,2023-09-28 13:25:28,0,73.140.154.55,100,1059,1,2023-09-28 13:25:29,R_Utnky6d3JjfHedH,,,,,47.6131,-122.2053,anonymous,EN,0.800000011920929,1,602084a1e5330d6c7ad1d17e,5,5|3|4|2|1,7,4.22,1.5,1.5,1.66,2|3|1|5,"1,2,3",1|3|6|2|5|4,2,2|1,4,3|1|6|5|7|4|2,1,2|4|1|3|5,2,2|1|6|7|4|5|3,1,5|2|1|4|3,17,22|17|21|18|19|23|20,1,3|4|1|2|5,3,3|2|1|4|5,1,3|5|1|4|2,7,1|3|2|5|4|6|7,1,4|2|1|3|5,5,6|4|3|2|7|1|5,1,4|2|3|1|5,4,4|6|3|5|2|7|1,1,3|1|5|4|2,3,2|5|1|4|3,1,3|4|2|5|1,2,3|6|7|4|2|1|5,1,1|3|4|2|5,2,5|3|4|2|6|1|7,1,1|4|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,1.29,1.26,1.39,2|3|5|1,"1,2,3",4|3|2|5|1|6,1958,5,2,5|2|1|3|4,2,2|1|4|3,1,7|4|1|3|2|5|6,"Yes. I use Google because I can put in an exact quote with quotation marks and avoid all the bots. Speaking of which. Some of your questions were directly plagiarized from a trivia source. Also you mispelled ""Vietnamesse"" and ""higest-selling"". Consider fixing these errors before you go to committee. Good luck!",Bing_default,easyfirst,
2023-09-28 13:17:19,2023-09-28 13:25:48,0,64.190.45.145,100,509,1,2023-09-28 13:25:49,R_1meciUxXbhtGzX7,,,,,37.1511,-83.7793,anonymous,EN,0.8999999761581421,1,5d5798f81da7d1001ca1a86e,5,2|3|4|1|5,7,4.6,1.57,2.57,1.57,3|5|2|1,"1,3",1|5|6|2|4|3,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|4|5|7|3|2|1,1,1|5|2|3|4,4,3|6|4|1|5|2|7,1,2|1|3|5|4,3,2|3|4|5|1,1,2|5|3|4|1,5,7|2|5|1|6|3|4,1,1|5|3|2|4,2,4|3|2|5|1|6|7,1,2|3|1|5|4,4,3|5|4|1|6|7|2,1,4|3|2|1|5,5,7|4|5|2|3|6|1,1,5|4|2|3|1,17,19|18|17|22|23|21|20,1,1|4|5|2|3,3,4|5|2|1|3,1,2|1|4|5|3,1,4|1|7|3|6|5|2,1,2|4|3|5|1,4.8,1.77,2.3,1.73,1|5|2|3,"1,3",4|5|6|2|1|3,1987,1,4,4|2|3|5|1,2,1|4|3|2,1,4|7|2|5|1|6|3,I have always preferred google lol,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:18:28,2023-09-28 13:28:01,0,74.141.76.21,100,573,1,2023-09-28 13:28:02,R_1gh9bPeGlj18OJ7,,,,,41.9216,-79.658,anonymous,EN,1,1,628d5c6294846b1814f25d7e,5,4|1|5|2|3,7,4.63,2.8,3.8,3.86,3|2|1|5,"1,3",5|4|3|1|2|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7|1|2|5|3|6|4,2,4|2|5|1|3,4,2|4|5|6|7|1|3,2,3|5|2|4|1,3,4|3|1|5|2,2,5|3|2|1|4,6,3|1|4|6|5|2|7,2,5|2|3|4|1,2,4|3|5|7|6|1|2,2,1|5|3|4|2,4,3|7|6|1|4|2|5,2,4|1|2|5|3,2,3|2|5|4|1|6|7,2,2|3|5|4|1,17,21|18|17|23|22|20|19,5,5|3|1|4|2,3,2|1|3|4|5,2,2|1|3|4|5,1,4|5|1|7|3|2|6,2,1|2|5|3|4,4.63,4.33,4.5,3.63,1|3|2|5,"1,3",3|6|2|4|5|1,1967,3,4,1|5|3|2|4,2,1|3|4|2,1,6|3|2|7|1|5|4,"I stuck with bing as requested, though I knew a couple of answers without searching.",Bing_default,Block12.hardquestionsfirst,
2023-09-28 13:27:06,2023-09-28 13:28:12,0,24.130.27.14,100,65,1,2023-09-28 13:28:12,R_33dkI69MY3UjCeP,,,,,37.976,-122.3359,anonymous,EN,1,1,64a02a2271d08b66fecd8b9e,1,3|1|5|4|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28 13:23:00,2023-09-28 13:31:22,0,74.195.113.40,100,501,1,2023-09-28 13:31:23,R_3NR40vDrMuSEVwi,,,,,37.7932,-81.2061,anonymous,EN,0.8999999761581421,1,5e8779c317cdf10a230b50a9,5,2|4|5|1|3,7,4.6,3.57,4.27,2.53,2|1|3|5,"1,3",3|1|6|5|2|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5|6|4|7|1|3|2,1,4|2|5|3|1,4,5|7|6|1|3|2|4,1,4|2|3|5|1,3,1|4|2|5|3,1,5|4|3|2|1,2,6|3|1|2|7|5|4,1,2|4|1|3|5,2,7|5|6|1|4|3|2,1,5|2|4|1|3,4,2|7|3|4|1|5|6,1,2|5|3|1|4,6,2|1|5|7|6|3|4,1,3|5|1|2|4,17,19|20|22|21|17|18|23,1,3|5|2|4|1,3,3|2|1|4|5,1,1|4|2|3|5,1,7|2|1|3|5|6|4,1,2|5|1|4|3,4.6,3.77,4.43,3.2,1|3|2|5,"1,3",1|2|6|3|4|5,1993,4,5,1|4|2|5|3,1,2|3|1|4,4,2|3|6|7|1|5|4,"I definitely stuck to google throughout, it's just easier as I use Chrome and can type it directly into the address bar",Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:20:45,2023-09-28 13:33:50,0,73.136.76.218,100,784,1,2023-09-28 13:33:50,R_2f0pM1hxSXIBMg0,,,,,29.7646,-95.3657,anonymous,EN,0.8999999761581421,1,62b9e4368ad5a5515bec4da9,5,1|2|3|4|5,7,5,2,4,2,5|2|1|3,"1,2",3|4|2|1|6|5,2,2|1,4,2|1|7|6|5|3|4,2,3|5|1|4|2,2,6|5|4|2|7|3|1,2,2|5|1|3|4,17,23|20|17|22|19|21|18,2,4|3|2|1|5,3,4|3|5|1|2,2,2|4|1|5|3,7,7|3|6|5|1|2|4,2,1|2|3|4|5,5,5|3|2|7|1|6|4,2,4|2|5|1|3,4,2|4|5|3|7|1|6,2,5|2|1|3|4,3,1|3|4|2|5,2,5|4|1|3|2,2,2|7|6|4|5|3|1,2,3|2|1|5|4,2,7|2|3|4|6|5|1,2,3|4|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,3.33,4.4,2.33,5|1|2|3,"1,2,3",5|1|3|2|6|4,1991,3,5,3|5|1|4|2,1,2|4|3|1,7,3|6|4|2|5|7|1,,Bing_default,easyfirst,
2023-09-28 13:28:16,2023-09-28 13:35:05,0,98.7.24.223,100,409,1,2023-09-28 13:35:06,R_28I3ugT4VCdilgm,,,,,40.7123,-74.0068,anonymous,EN,0.8999999761581421,1,610714fd393acf9ada5959a1,5,5|1|3|2|4,7,4,2,3,3,5|2|3|1,"1,3",5|3|6|2|1|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|3|6|2|7|4|5,1,5|4|3|2|1,4,6|2|1|7|4|5|3,1,2|4|3|1|5,3,1|2|5|3|4,1,3|1|4|5|2,5,2|1|6|4|5|3|7,1,1|4|3|2|5,2,4|7|3|1|6|2|5,1,4|5|1|2|3,4,2|1|3|5|6|7|4,1,2|1|3|5|4,2,7|2|1|4|6|3|5,1,3|5|2|4|1,17,17|20|21|19|18|22|23,1,3|4|5|1|2,3,3|2|4|1|5,1,4|3|2|5|1,1,3|5|6|1|7|4|2,1,5|4|2|1|3,4.58,2.55,2.48,2.52,2|3|1|5,"1,3",4|6|1|3|2|5,1996,5,5,4|2|3|1|5,2,1|2|3|4,2,3|6|5|7|1|4|2,I stuck to the same search engine out of convenience,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:20:37,2023-09-28 13:36:27,0,68.38.71.118,100,950,1,2023-09-28 13:36:28,R_1r1DHyiKCSzSThy,,,,,38.9582,-85.8875,anonymous,EN,1,1,62912304efdf1d35bbe1b95a,5,1|5|2|3|4,7,4.87,1.93,1.1,3.5,3|5|1|2,1,6|3|2|4|5|1,2,1|2,4,6|2|4|5|1|3|7,2,4|2|1|3|5,2,2|3|1|6|4|5|7,2,5|4|3|1|2,17,22|23|19|17|20|21|18,2,5|2|4|3|1,3,2|4|3|1|5,2,4|2|5|1|3,1,5|4|1|6|7|2|3,2,2|1|5|3|4,5,6|4|1|7|5|2|3,2,4|1|5|2|3,4,3|4|7|5|6|1|2,2,4|5|2|3|1,3,1|2|4|3|5,2,3|1|4|2|5,2,2|7|6|1|3|4|5,2,1|2|5|3|4,2,4|6|1|7|3|5|2,2,4|5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,1.43,0.9,1.8,5|1|3|2,"1,3",1|2|6|4|3|5,1999,2,5,4|2|5|3|1,3,2|3|1|4,1,4|1|5|7|3|2|6,Bing wasn't enjoyable to use.,Bing_default,easyfirst,
2023-09-28 13:28:05,2023-09-28 13:40:09,0,104.231.167.222,100,723,1,2023-09-28 13:40:09,R_22MmY5ESADFfZFh,,,,,39.1256,-84.5127,anonymous,EN,1,1,5e544727059e3744ccdd4c3b,5,4|5|2|1|3,7,4.17,2.6,2.2,2.47,1|2|3|5,"1,3",6|2|1|4|3|5,2,1|2,4,4|6|3|5|7|2|1,2,2|5|1|4|3,2,4|7|5|6|3|1|2,2,3|4|1|5|2,17,18|22|23|19|21|20|17,2,4|1|2|5|3,3,4|5|1|2|3,2,4|1|3|5|2,1,6|7|1|3|5|4|2,2,1|2|5|3|4,6,4|5|2|6|3|1|7,2,4|1|5|3|2,7,6|7|2|1|4|3|5,"1,2",3|1|4|2|5,3,4|5|3|1|2,2,4|5|2|1|3,2,2|3|1|5|6|4|7,2,3|2|1|5|4,2,1|7|3|6|2|4|5,2,2|1|4|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,3.47,2.7,2.87,1|5|3|2,"1,3",3|4|1|6|2|5,1990,4,4,2|3|4|1|5,2,1|3|4|2,2,6|2|4|5|3|1|7,No.,Bing_default,easyfirst,
2023-09-28 13:34:54,2023-09-28 13:41:04,0,24.3.188.136,100,370,1,2023-09-28 13:41:04,R_WcG1wfJhIrMIRsB,,,,,40.4339,-79.9996,anonymous,EN,1,1,5c97d5bb41502a0017b3aadf,5,4|3|2|5|1,7,5,2,0,2,5|1|3|2,1,1|2|3|6|4|5,2,1|2,4,6|1|7|5|3|4|2,1,4|5|3|2|1,6,4|5|7|3|6|2|1,1,4|2|1|5|3,17,17|23|19|20|21|22|18,1,3|5|4|1|2,3,3|1|2|5|4,1,1|5|2|3|4,1,4|3|7|5|1|6|2,1,5|1|3|2|4,5,4|3|1|7|6|5|2,1,1|3|5|2|4,4,5|1|6|2|7|3|4,1,1|2|3|5|4,3,2|1|5|3|4,1,5|1|4|2|3,2,3|5|1|4|7|2|6,1,1|4|3|5|2,2,7|5|1|6|4|3|2,1,4|5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,2,2|1|5|3,1,3|6|5|2|1|4,1994,4,2,4|2|5|3|1,1,2|4|1|3,1,2|4|6|7|1|3|5,I felt most comfortable continuing to use Google for my search engine due to ease of use.,Google_default,easyfirst,google_default
2023-09-28 13:32:31,2023-09-28 13:42:01,0,68.99.130.182,100,570,1,2023-09-28 13:42:02,R_2qsJ9NI9Sc62WTx,,,,,33.6338,-112.2066,anonymous,EN,1,1,63d98dcfa03c130e4599a907,5,2|3|4|5|1,7,4,3,3,3,5|3|1|2,"1,3",6|2|1|5|4|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|6|1|5|7|4|2,1,5|2|1|3|4,4,3|4|1|7|5|6|2,1,3|1|2|5|4,3,1|5|3|4|2,1,2|3|4|1|5,2,6|5|2|4|7|1|3,1,5|1|2|4|3,2,4|1|5|2|7|3|6,1,1|2|5|3|4,4,3|4|5|1|2|7|6,1,2|3|1|5|4,1,2|5|4|1|3|7|6,1,5|4|3|2|1,17,20|19|21|17|22|18|23,1,3|5|2|4|1,3,4|5|1|2|3,1,5|4|2|3|1,1,4|6|5|2|3|7|1,1,5|2|3|1|4,3,3,3,3,1|5|2|3,"1,3",1|6|4|3|2|5,1997,4,4,1|5|4|3|2,1,3|1|4|2,4,1|6|2|4|7|3|5,I use Google for my day to day needs (I use Bing sometimes only for their rewards program),Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:36:14,2023-09-28 13:42:39,0,47.200.228.28,100,384,1,2023-09-28 13:42:39,R_0kd8x162u7NKwQF,,,,,27.9883,-82.2991,anonymous,EN,0.8999999761581421,1,641374feea489f74a9c8db95,5,2|3|1|4|5,7,1.97,1.57,0.5,0,2|1|5|3,"1,2,3",4|1|5|2|6|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|6|1|3|7|4|5,1,3|2|5|4|1,4,4|7|1|6|5|2|3,1,1|2|3|4|5,3,5|4|3|1|2,1,3|2|4|1|5,2,4|7|1|3|6|5|2,1,1|5|4|3|2,2,6|4|2|7|5|1|3,1,3|5|1|4|2,4,6|7|1|5|3|2|4,1,5|1|2|4|3,2,7|6|4|2|5|1|3,1,4|5|1|2|3,17,20|19|23|21|17|22|18,1,1|3|5|2|4,3,1|2|3|5|4,1,1|2|5|4|3,1,3|7|2|5|1|6|4,1,4|1|5|2|3,1.97,1.43,0.63,0,5|3|2|1,"1,2,3",4|6|2|1|3|5,1996,4,5,5|1|3|2|4,1,3|1|4|2,1,6|5|3|2|1|4|7,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:41:38,2023-09-28 13:42:45,0,136.55.29.180,100,67,1,2023-09-28 13:42:46,R_3OfzRdvBsAnfPqQ,,,,,34.1078,-84.5026,anonymous,EN,1,1,63e54fcecdb4c6a676593d42,5,2|5|1|3|4,7,5,4,4,3,3|2|1|5,"1,2",6|2|4|1|3|5,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google_default,,google_default
2023-09-28 13:35:43,2023-09-28 13:43:06,0,96.90.106.185,100,443,1,2023-09-28 13:43:07,R_2BahGFeNedg8hnJ,,,,,42.0211,-86.5104,anonymous,EN,0.8999999761581421,1,61095a37fbf7b13d6f7f2f5b,5,2|3|1|4|5,7,4.37,2.57,1.57,1.67,3|5|2|1,1,6|2|3|5|1|4,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|6|3|1|2|7|5,2,1|2|3|4|5,4,1|7|2|3|6|4|5,2,3|5|2|4|1,3,2|1|5|4|3,2,4|2|3|1|5,7,5|4|6|2|7|1|3,2,1|3|4|5|2,2,7|2|3|1|4|5|6,1,1|3|2|4|5,4,1|7|6|4|5|2|3,1,5|3|2|4|1,2,7|2|5|4|1|6|3,1,4|3|1|5|2,17,23|22|17|20|21|18|19,1,5|4|1|2|3,3,2|5|4|1|3,1,5|1|4|2|3,6,4|3|7|6|1|2|5,5,4|3|2|1|5,4.73,1.2,1.3,1.47,2|5|1|3,"1,3",2|6|4|1|3|5,1992,4,2,3|5|4|1|2,2,2|3|4|1,1,6|1|7|5|4|2|3,"I tried to use Bing as an experiment, but google was so much quicker and easier to use. ",Bing_default,Block12.hardquestionsfirst,
2023-09-28 13:39:04,2023-09-28 13:44:25,0,129.49.252.115,100,320,1,2023-09-28 13:44:25,R_Wk4bd9UKcBojmAF,,,,,40.916,-73.0497,anonymous,EN,0.800000011920929,1,63235c5bf70d8e4f79b205cd,5,5|4|2|3|1,7,3.77,2.63,0.87,1.5,2|3|1|5,"1,2,3,5",4|6|1|2|5|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2|1|6|7|3|4|5,1,2|3|1|5|4,4,5|1|7|6|3|2|4,1,3|4|1|5|2,3,5|4|3|2|1,1,3|4|1|5|2,4,4|6|1|2|7|5|3,1,4|2|5|1|3,2,1|7|5|4|3|2|6,1,3|4|5|1|2,4,5|4|3|7|2|6|1,1,2|1|4|5|3,2,6|3|1|7|2|5|4,1,4|1|5|2|3,17,20|18|17|21|19|23|22,1,5|3|1|2|4,3,3|2|5|1|4,1,1|5|2|4|3,1,7|3|4|5|6|2|1,1,4|3|5|2|1,4.7,2.63,2.63,1.8,3|1|2|5,"1,2,3,5",6|1|5|3|4|2,1997,5,4,5|3|4|1|2,1,4|2|3|1,4,3|5|6|2|7|1|4,No,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 13:38:03,2023-09-28 13:46:12,0,47.185.217.236,100,488,1,2023-09-28 13:46:13,R_33mv9dWrPZqyiQz,,,,,33.0287,-96.6826,anonymous,EN,0.8999999761581421,1,64135b2efa1c09f8a0b91bd4,5,4|5|1|2|3,7,4.43,2.77,0.63,2.77,1|3|5|2,"1,5",3|5|2|4|1|6,2,2|1,4,5|1|3|7|2|4|6,2,5|2|1|4|3,2,6|2|1|3|7|5|4,2,2|3|4|5|1,17,22|20|17|21|23|18|19,2,5|1|4|2|3,1,2|4|5|1|3,2,2|4|5|3|1,1,1|4|7|6|2|3|5,2,4|3|5|2|1,5,5|1|3|6|2|7|4,"1,2",2|5|1|4|3,4,4|1|3|2|7|5|6,2,4|5|1|3|2,3,5|2|3|4|1,"1,2",2|1|5|3|4,7,1|3|7|2|5|6|4,"1,2",1|3|5|2|4,2,6|4|2|3|5|1|7,2,4|2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,2.4,0.6,2.67,2|1|3|5,"1,3,5",2|1|4|3|6|5,1988,5,3,4|5|1|3|2,2,3|1|2|4,1,5|6|2|1|7|4|3,"I think most people do, but since you were asking me to use one I don't normally use but also gave me permission to use another I did. Especially when Bing wasn't giving me the answer quickly, google is better at that. ",Bing_default,easyfirst,
2023-09-28 13:26:47,2023-09-28 13:46:52,0,64.92.150.132,100,1205,1,2023-09-28 13:46:53,R_2usJe7iibkPPAit,,,,,38.7369,-108.0651,anonymous,EN,0.8999999761581421,1,5fdbae0584b3a90525410347,5,3|1|4|2|5,7,2,0,4.50,0,3|1|2|5,"1,2",6|2|5|1|3|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|2|1|6|7|4|5,2,3|1|5|2|4,4,3|4|6|2|1|5|7,2,3|4|2|1|5,3,2|5|1|3|4,2,1|5|3|2|4,2,5|3|6|1|7|4|2,4,5|2|3|1|4,2,3|2|1|4|5|6|7,4,4|2|1|5|3,4,2|7|6|4|1|3|5,4,4|1|5|3|2,1,1|3|4|6|2|7|5,4,2|5|3|4|1,17,20|23|19|22|21|18|17,4,2|4|3|1|5,3,5|2|3|4|1,4,3|5|1|2|4,1,2|4|6|3|1|5|7,1,5|3|1|2|4,5,3,5,0,3|1|2|5,"1,2",6|2|5|4|3|1,1963,3,3,4|3|2|1|5,2,2|3|1|4,1,7|6|2|1|3|5|4,I did stick with bing until I couldnt find and answer. After that I behaved as I usually do and switched when an answer didn't pop up.,Bing_default,Block12.hardquestionsfirst,
